summary,motive,region,gname,country
,,10,Palestinians,155
,,6,Tamils,186
,,3,Shining Path (SL),159
,,11,African National Congress (South Africa),183
,,10,Popular Front for the Liberation of Palestine (PFLP),155
,,10,Unknown,110
,,5,New People's Army (NPA),160
,,6,Unknown,153
,,3,Ecuadorian Communist Youth,59
,,2,Nicaraguan Resistance,145
,,10,Unknown,209
,,3,Shining Path (SL),159
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,10,Unknown,209
,,10,Unknown,209
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,3,Unknown,11
,,3,Unknown,11
,,2,Nicaraguan Resistance,145
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Unknown,92
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Unknown,11
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,3,Shining Path (SL),159
,,8,Irish National Liberation Army (INLA),96
,,11,African National Congress (South Africa),183
,,6,Unknown,19
,,8,Anti-Authority Group (Greece),78
,,5,New People's Army (NPA),160
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,6,Sikh Extremists,92
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,2,Unknown,61
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,5,Unknown,160
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,2,Unknown,87
,,6,Gurkha National Liberation Front (GNLF),92
,,5,New People's Army (NPA),160
,,8,Unknown,185
,,8,Basque Fatherland and Freedom (ETA),185
,,11,Unknown,183
,,11,African National Congress (South Africa),183
,,10,Unknown,97
,,10,Unknown,97
,,3,Unknown,43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,3,Simon Bolivar Guerrilla Coordinating Board (CGSB),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,6,Sikh Extremists,92
,,3,Shining Path (SL),159
,,3,National Liberation Army of Colombia (ELN),222
,,3,National Liberation Army of Colombia (ELN),222
,,3,National Liberation Army of Colombia (ELN),222
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,11,African National Congress (South Africa),183
"12/16/1987:  Members of the Liberation Tigers of Tamil Eelam (LTTE) dressed in military uniforms attacked Devalagodella and Somavathiya village in Sri Lanka.  The rebels killed at least nine villagers, including a family of five.  Soldiers nearby heard the shooting and, upon entering the village, briefly exchanged gun fire with the rebels.  The rebels escaped on a stolen lorry.",Unknown,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,5,New People's Army (NPA),160
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,10,Unknown,110
,,8,Unknown,603
,,8,Irish Republican Army (IRA),603
,,10,Unknown,97
,,10,Unknown,97
,,10,Unknown,110
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,3,Death Squad,45
,,5,New People's Army (NPA),160
,,3,Popular Liberation Army (EPL),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,6,Tripura National Volunteers (TNV),92
,,11,Unknown,139
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,5,New People's Army (NPA),160
,,11,African National Congress (South Africa),183
,,3,Death Squad,45
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Death Squad,61
,,8,Corsican National Liberation Front (FLNC),69
,,2,Unknown,87
,,8,Unknown,78
,,6,Unknown,153
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Unknown,45
,,8,Irish Republican Army (IRA),603
,,2,Unknown,83
,,6,Tripura National Volunteers (TNV),92
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,10,Unknown,110
,,6,People's Liberation Front (JVP),186
,,3,Unknown,11
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,National Liberation Army of Colombia (ELN),45
,,3,National Liberation Army of Colombia (ELN),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,6,Unknown,153
,,6,Unknown,153
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Unknown,83
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,5,New People's Army (NPA),160
,,3,Simon Bolivar Guerrilla Coordinating Board (CGSB),45
,,3,Simon Bolivar Guerrilla Coordinating Board (CGSB),45
,,6,Gurkha National Liberation Front (GNLF),92
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Unknown,92
,,8,Red Army for the Liberation of Catalonia,185
,,8,Unknown,185
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,10,Palestinians,155
,,2,Nicaraguan Resistance,145
,,6,Unknown,186
,,10,Unknown,97
,,5,New People's Army (NPA),160
,,6,Unknown,186
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Sikh Extremists,92
,,5,New People's Army (NPA),160
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Khalistan Liberation Force,92
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,5,New People's Army (NPA),160
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,8,Irish Republican Army (IRA),603
,,2,Nicaraguan Resistance,145
,,11,Mozambique National Resistance Movement (MNR),137
,,6,Unknown,92
,,6,Unknown,92
,,6,Unknown,92
,,6,Tripura National Volunteers (TNV),92
,,6,Sikh Extremists,92
,,6,Unknown,92
,,5,New People's Army (NPA),160
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Nicaraguan Resistance,145
,,2,Guatemalan National Revolutionary Unity (URNG),83
,,5,New People's Army (NPA),160
,,3,Simon Bolivar Guerrilla Coordinating Board (CGSB),45
"1/2/1988: Unknown perpetrators threw a pipe bomb through the window of the Miami-Cuba offices in Miami, Florida, United States.  There were no casualties but the building sustained $1,000 in damages.  Miami-Cuba was a business establishment that sent medicine and other supplies to Cuba.",To protest United States based businesses that send supplies to Cuba,1,Cuban Exiles,217
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,5,New People's Army (NPA),160
,,3,Shining Path (SL),159
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,6,Tripura National Volunteers (TNV),92
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,5,Unknown,160
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Nicaraguan Resistance,88
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,8,Kurdistan Workers' Party (PKK),69
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,2,Nicaraguan Resistance,145
,,2,Lorenzo Zelaya Revolutionary Front (LZRF),88
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,5,New People's Army (NPA),160
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,5,Unknown,160
,,5,New People's Army (NPA),160
,,5,Unknown,160
,,5,Moro National Liberation Front (MNLF),160
,,6,Unknown,92
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,6,Gurkha National Liberation Front (GNLF),92
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Unknown,45
,,3,Unknown,45
,,2,Unknown,87
,,6,Sikh Extremists,92
,,3,Shining Path (SL),159
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,8,Unknown,69
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,5,New People's Army (NPA),160
,,3,Shining Path (SL),159
,,6,Unknown,92
,,6,Sikh Extremists,92
,,5,New People's Army (NPA),160
,,5,Karen Insurgents,138
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,3,Shining Path (SL),159
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,5,Unknown,160
,,5,Unknown,160
,,5,Unknown,160
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,6,Unknown,186
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,3,Death Squad,45
,,3,Shining Path (SL),159
,,11,Uganda Federal Army,213
,,11,Unknown,231
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,5,New People's Army (NPA),160
,,3,Unknown,45
,,2,Farabundo Marti National Liberation Front (FMLN),61
"1/12/1988: Members of the Pedro Albizu Campos Revolutionary Forces placed incendiary devices at a Citibank branch and a Mexican Travel Agency housed in the same building in Rio Piedras, Puerto Rico.  The device at the travel agency ignited but caused no damages and the bank sustained around $1,800 in damages.  There were no casualties.","The suspected motive was to prevent the Mexican government from extraditing William Morales, a member of FALN, to the United States.",1,Pedro Albizu Campos Revolutionary Forces,217
,,3,Death to Drug Traffickers,45
,,3,National Liberation Army of Colombia (ELN),45
,,3,National Liberation Army of Colombia (ELN),45
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,6,People's Liberation Front (JVP),186
,,5,New People's Army (NPA),160
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,2,Death Squad,88
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,5,New People's Army (NPA),160
,,8,Basque Fatherland and Freedom (ETA),185
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Gurkha National Liberation Front (GNLF),92
,,6,Sikh Extremists,92
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,8,Ulster Volunteer Force (UVF),603
,,8,Irish Republican Army (IRA),603
,,3,National Liberation Army of Colombia (ELN),45
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Revolutionary Armed Forces of Colombia (FARC),222
,,3,National Liberation Army of Colombia (ELN),222
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,3,Death Squad,45
,,8,Ulster Freedom Fighters (UFF),603
"1/16/1988: Addam Swapp bombed the Kamas Stake Center, a meeting house for Latter Day Saints congregations, in Marion, Utah, United States.  There were no casualties but the building was destroyed at a cost of $1.5 million.  Swapp was commemorating the nine-year anniversary of the death of John Singer, his father-in-law and a fellow excommunicated member of the LDS Church, who was killed by the police as they attempted to arrest him.",To commemorate Mormon radical John Singer and to protest the LDS Church. It is also suspected that Swapp hoped that his actions would lead to the resurrection of John Singer.,1,Mormon Extremist,217
,,5,New People's Army (NPA),160
,,5,New People's Army (NPA),160
,,11,Unknown,195
,,3,National Liberation Army of Colombia (ELN),45
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,The Extraditables,45
,,3,Shining Path (SL),159
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,3,Unknown,45
,,3,Unknown,45
,,11,Unknown,230
,,3,Shining Path (SL),159
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Unknown,45
,,3,National Liberation Army of Colombia (ELN),45
,,8,Irish Republican Army (IRA),603
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,8,Breton Liberation Front (FLB),69
,,8,Breton Liberation Front (FLB),69
,,2,Nicaraguan Resistance,145
,,6,Unknown,92
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,8,November 17 Revolutionary Organization (N17RO),78
,,6,Gurkha National Liberation Front (GNLF),92
,,6,Gurkha National Liberation Front (GNLF),92
,,4,Chukakuha (Middle Core Faction),101
,,2,Nicaraguan Resistance,145
,,2,Unknown,145
,,6,Unknown,153
,,6,Gurkha National Liberation Front (GNLF),92
,,6,Unknown,92
,,6,Sikh Extremists,92
,,6,Unknown,92
,,6,Unknown,92
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Unknown,92
,,11,Unknown,147
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,National Liberation Army of Colombia (ELN),45
,,3,National Liberation Army of Colombia (ELN),45
,,3,National Liberation Army of Colombia (ELN),45
,,3,National Liberation Army of Colombia (ELN),45
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,6,Tripura National Volunteers (TNV),92
,,3,Unknown,45
,,6,Unknown,92
,,6,Unknown,92
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,2,Revolutionary Armed Organization,81
,,2,Revolutionary Armed Organization,81
,,2,Revolutionary Armed Organization,81
,,8,Irish Republican Army (IRA),603
,,8,Ulster Freedom Fighters (UFF),603
,,11,African National Congress (South Africa),183
,,11,African National Congress (South Africa),183
,,10,Unknown,60
,,8,Irish Republican Army (IRA),603
,,6,Unknown,153
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Tripura National Volunteers (TNV),92
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,3,Alfaro Vive,59
,,3,Alfaro Vive,59
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,5,New People's Army (NPA),160
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,10,9 February,110
,,6,Unknown,92
,,6,Unknown,92
,,6,Unknown,92
,,5,New People's Army (NPA),160
,,11,African National Congress (South Africa),183
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Unknown,45
,,3,Unknown,45
,,11,South-West Africa People's Organization (SWAPO),139
,,5,New People's Army (NPA),160
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Unknown,45
,,3,National Liberation Army of Colombia (ELN),45
,,3,Colombian Guerrillas,59
,,3,National Liberation Army of Colombia (ELN),45
,,8,Basque Fatherland and Freedom (ETA),185
,,6,Unknown,92
,,3,Shining Path (SL),159
,,3,National Liberation Army of Colombia (ELN),45
,,3,Popular Liberation Army (EPL),45
,,3,National Liberation Army of Colombia (ELN),45
"1/29/1988: An unidentified male ignited a fire at the Planned Parenthood of Everett clinic in Everett, Washington, United States.  There were no casualties but a rear door sustained minor damages.",To protest the practice of abortion and to sabotage abortion facilities operating in Washington.,1,Anti-Abortion extremists,217
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Tupac Amaru Revolutionary Movement (MRTA),159
,,6,Tripura National Volunteers (TNV),92
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,6,Tripura National Volunteers (TNV),92
,,6,Tripura National Volunteers (TNV),92
,,6,Tripura National Volunteers (TNV),92
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,8,Red Brigades,98
,,8,Angry Brigade,603
,,6,Sikh Extremists,92
,,3,Unknown,45
,,3,Unknown,45
,,3,Death Squad,45
,,6,Sikh Extremists,92
,,6,Sikh Extremists,153
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,10,9 February,110
,,10,9 February,110
,,6,Unknown,153
,,6,Tripura National Volunteers (TNV),92
,,6,Tripura National Volunteers (TNV),92
,,11,African National Congress (South Africa),183
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,2,Unknown,83
,,3,Unknown,45
,,3,Unknown,45
,,10,Armenian Secret Army for the Liberation of Armenia,110
,,11,African National Congress (South Africa),183
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,3,Unknown,45
,,5,Kachin Independence Army (KIA),138
,,5,Shan Insurgents,138
,,6,Unknown,153
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Nicaraguan Resistance,145
,,2,Unknown,83
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
,,6,Tripura National Volunteers (TNV),92
,,6,Tripura National Volunteers (TNV),92
,,10,9 February,110
,,6,Liberation Tigers of Tamil Eelam (LTTE),186
