summary,motive,region,gname,country
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,Irish Republican Army (IRA),603
,,8,Unknown,362
,,8,Unknown,98
,,8,Unknown,162
,,8,Unknown,185
,,8,Unknown,185
,,8,Irish Republican Army (IRA),96
,,8,Irish Republican Army (IRA),603
,,2,Unknown,49
,,8,Unknown,162
,,1,National Front for the Liberation of Cuba (FLNC),130
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,1,National Front for the Liberation of Cuba (FLNC),130
,,2,Roberto Santucho Revolutionary Group,49
,,8,Che Guevara Brigade,98
,,8,Red Brigades,69
,,3,Unknown,45
,,1,Omega-7,217
,,11,Tigray Peoples Liberation Front (TPLF),65
,,8,Unknown,362
,,8,Revolutionary Cells,362
,,8,Ulster Volunteer Force (UVF),603
,,8,International Revolutionary Solidarity,69
,,1,Cypriot,217
,,3,Unknown,45
,,8,Croatian Nationalists,362
,,8,Unknown,98
,,8,Protestant extremists,603
,,8,Irish Republican Army (IRA),603
,,8,Republican Action Force,603
,,5,Moro National Liberation Front (MNLF),160
,,8,Irish Republican Army (IRA),603
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Ulster Freedom Fighters (UFF),603
,,2,Unknown,49
,,8,Ulster Volunteer Force (UVF),603
,,1,23rd of September Communist League,130
,,8,Irish National Liberation Army (INLA),603
,,3,Unknown,45
,,3,Unknown,45
,,2,Unknown,61
,,2,Unknown,61
,,8,Unknown,98
,,8,Anti-Terrorism ETA (ATE),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,Unknown,98
,,8,Irish Republican Army (IRA),603
,,2,Unknown,61
,,8,Basque Fatherland and Freedom (ETA),185
,,1,23rd of September Communist League,130
,,10,Popular Front for the Liberation of Palestine (PFLP),209
,,8,Irish Republican Army (IRA),603
,,1,Unknown,217
,,2,Unknown,61
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Unknown,98
,,8,Prolitarian Internationalism,98
,,8,Protestant extremists,603
,,8,Unknown,98
,,2,Unknown,61
,,2,Anti-Castro Command,156
,,2,Anti-Castro Command,156
,,8,Ulster Freedom Fighters (UFF),603
,,3,Brazilian Anti-Communist Alliance (AAB),30
,,3,Brazilian Anti-Communist Alliance (AAB),30
,,1,Unknown,217
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,3,Argentine Anticommunist Alliance (AAA),11
,,3,Montoneros (Argentina),11
,,8,Unknown,98
,,8,Unknown,15
,,8,International Revolutionary Action Group (GARI),69
,,2,Coordination of the United Revolutionary Organization (CORU),49
,,2,Union Guerrera Blanca (UGB),61
,,8,Baader-Meinhof Group,98
,,8,Irish Republican Army (IRA),603
,,3,Montoneros (Argentina),11
,,3,Montoneros (Argentina),11
,,3,Montoneros (Argentina),11
,,8,Protestant extremists,603
,,8,Unknown,69
,,10,Mujahedin-e Khalq (MEK),94
,,2,Coordination of the United Revolutionary Organization (CORU),49
,,2,Coordination of the United Revolutionary Organization (CORU),83
,,8,Protestant extremists,603
,,11,Popular Front for the Liberation of Palestine (PFLP),104
,,8,Red Brigades,98
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,2,Coordination of the United Revolutionary Organization (CORU),207
,,8,Irish Republican Army (IRA),603
,,8,Unknown,69
,,3,Brazilian Anti-Communist Alliance (AAB),30
,,8,Baader-Meinhof Group,362
,,8,Unknown,78
,,8,Unknown,362
"9/6/1976: James Clayton Vaughn Jr. sprayed chemical mace on an African American male and his White girlfriend in a Maryland Suburb of Washington, District of Columbia, in the United States.  It is unknown if either individual sustained any injuries.  A few days after he was arrested, he officially changed his name to Joseph Paul Franklin.","Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",1,White extremists,217
,,8,Corsican National Liberation Front (FLNC),69
,,3,Coordination of the United Revolutionary Organization (CORU),11
,,3,Unknown,45
,,3,Montoneros (Argentina),11
,,8,Unknown,15
,,8,Unknown,98
,,1,Croatian Freedom Fighters,217
,,8,Protestant extremists,603
,,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
,,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
,,1,Croatian Nationalists,217
,,8,Che Guevara Brigade,98
,,8,Che Guevara Brigade,98
,,8,Che Guevara Brigade,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Ulster Freedom Fighters (UFF),603
,,8,Unknown,98
,,8,Unknown,98
,,3,Montoneros (Argentina),11
,,3,Montoneros (Argentina),11
,,3,Montoneros (Argentina),11
,,8,Unknown,98
,,8,Unknown,98
,,8,Irish Republican Army (IRA),603
,,8,Revolutionary Cells,362
,,8,Irish Republican Army (IRA),96
,,1,Omega-7,217
,,10,Unknown,209
,,8,Ulster Freedom Fighters (UFF),603
,,8,Irish Republican Army (IRA),603
,,3,Montoneros (Argentina),11
,,3,Montoneros (Argentina),11
,,3,Montoneros (Argentina),11
,,1,New World Liberation Front (NWLF),217
"09/21/1976: A bomb exploded on the 24th floor of the Hilton Hotel in New York in the United States.  An hour after the blast, a caller to the New York Post, claiming to be a member of the Armed Forces for Liberation (FALN) claimed responsibility for the attack.  Additionally, a written message was taped to a telephone booth at 53rd Street and Fifth Avenue, about a block away from the hotel, in which FALN stated that the blast was an attempt to protest the appearance of Rafael Hernandez Colon, the Governor of Puerto Rico, who was attending a political fund-raising dinner on the second floor of the hotel to raise funds for his re-election.  The bombing caused minor damage to the hotel, but there were no casualties in the blast.","FALN members were protesting the appearance of Puerto Rican Governor, Rafael Hernandez Colon, at a political fund-raising dinner at the Hilton Hotel, to raise money for his re-election.",1,Fuerzas Armadas de Liberacion Nacional (FALN),217
,,8,Unknown,98
,,3,Brazilian Anti-Communist Alliance (AAB),30
,,2,Guerrilla Army of the Poor (EGP),83
,,8,Protestant extremists,603
,,8,Irish Republican Extremists,603
,,8,Anti-Zionist Commandos,98
,,8,Anti-Zionist Commandos,98
,,8,Anti-Zionist Commandos,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Irish National Liberation Army (INLA),603
,,8,Protestant extremists,603
,,10,Abu Nidal Organization (ANO),200
,,3,Unknown,59
,,11,Eritrean Liberation Front,65
,,3,Unknown,59
,,8,Protestant extremists,603
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,8,Basque Fatherland and Freedom (ETA),69
,,6,Unknown,153
,,6,Palestinians,153
,,1,Cuban Secret Army,217
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,Unknown,362
,,8,Unknown,362
,,8,Unknown,98
,,8,Unknown,98
,,1,Unknown,217
,,8,Unknown,142
,,8,Unknown,98
,,3,Montoneros (Argentina),11
,,8,Ulster Freedom Fighters (UFF),603
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Montoneros (Argentina),11
,,2,Unknown,61
,,8,Unknown,362
,,8,Unknown,98
,,2,Coordination of the United Revolutionary Organization (CORU),20
,,8,Unknown,362
,,8,Unknown,98
,,8,Protestant extremists,603
,,3,Montoneros (Argentina),11
,,3,Montoneros (Argentina),11
,,8,Unknown,199
,,8,Unknown,199
,,3,Unknown,222
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Unknown,362
,,8,Irish Republican Army (IRA),603
,,8,Protestant extremists,603
,,3,Montoneros (Argentina),11
,,2,Union Guerrera Blanca (UGB),61
,,6,Abu Nidal Organization (ANO),153
,,8,Ulster Volunteer Force (UVF),603
,,8,Unknown,78
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Red Brigades,98
,,8,Irish Republican Army (IRA),603
,,8,Ulster Volunteer Force (UVF),603
,,8,Revolutionary People's Struggle (ELA),78
,,3,Montoneros (Argentina),11
,,10,Unknown,209
,,10,Unknown,209
,,8,Irish Republican Army (IRA),603
,,4,Unknown,201
,,10,Unknown,209
,,8,Protestant extremists,603
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,3,Popular Revolutionary Vanguard (VPR),30
,,1,23rd of September Communist League,130
,,8,Irish Republican Army (IRA),603
,,1,Save Our Israel Land,217
,,8,Youth Action Group,69
,,8,Youth Action Group,69
,,8,Youth Action Group,69
,,8,Unknown,69
,,8,Red Brigades,98
,,8,Red Brigades,98
,,8,Red Brigades,98
,,8,Unknown,98
,,8,Red Brigades,98
,,1,Unknown,217
,,8,Unknown,69
,,8,Irish Republican Army (IRA),603
,,3,Unknown,45
,,3,Unknown,45
,,8,Unknown,69
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Polisario Front,185
,,8,Protestant extremists,603
,,8,Unknown,69
,,8,Unknown,69
,,8,Irish Republican Army (IRA),603
,,3,Argentine Anticommunist Alliance (AAA),11
,,8,Irish Republican Army (IRA),603
,,8,Ulster Volunteer Force (UVF),603
,,8,Ulster Volunteer Force (UVF),603
,,8,Unknown,98
,,8,Italian Social Movement (MSI),98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,69
,,8,Rezi Rezai International Brigades,69
,,8,Unknown,98
,,8,Irish Republican Army (IRA),603
,,3,Montoneros (Argentina),11
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,Irish Republican Extremists,603
,,8,Irish Republican Extremists,603
,,8,Protestant extremists,603
,,8,Protestant extremists,603
,,2,Guerrilla Army of the Poor (EGP),83
,,10,Turkish People's Liberation Army,209
,,10,Turkish People's Liberation Army,209
,,10,Turkish People's Liberation Army,209
,,10,Turkish People's Liberation Army,209
,,8,Ulster Volunteer Force (UVF),603
,,8,Unknown,98
,,8,Coordination of the United Revolutionary Organization (CORU),185
,,2,Sandinista National Liberation Front (FSLN),49
,,2,Sandinista National Liberation Front (FSLN),49
,,10,Unknown,209
,,8,Baader-Meinhof Group,98
,,8,Baader-Meinhof Group,98
,,8,Irish Republican Army (IRA),603
,,3,Montoneros (Argentina),11
,,8,Unknown,98
,,8,2nd of June Movement,362
,,3,Unknown,45
,,8,Irish Republican Extremists,603
,,8,Irish Republican Army (IRA),603
,,8,Revolutionary Cells,362
,,8,Unknown,98
,,8,Unknown,98
,,2,Guerrilla Army of the Poor (EGP),83
,,8,Commandos Against Self Destruction of the Universe,69
,,8,Unknown,78
,,8,Unknown,78
,,8,Unknown,78
,,8,Unknown,78
,,8,Protestant extremists,603
,,3,Montoneros (Argentina),11
,,8,Unknown,142
,,3,Montoneros (Argentina),11
,,8,Workers Power,98
,,8,Unknown,162
,,8,Irish Republican Army (IRA),603
,,8,Ulster Freedom Fighters (UFF),603
,,8,Red Brigades,98
,,8,Red Brigades,98
,,10,Abu Nidal Organization (ANO),102
,,8,Irish Republican Army (IRA),603
,,8,Unknown,69
,,2,Guerrilla Army of the Poor (EGP),83
,,8,Unknown,162
,,5,New People's Army (NPA),160
,,8,Ulster Freedom Fighters (UFF),603
,,8,Irish Republican Extremists,603
,,8,Unknown,362
,,8,Irish National Liberation Army (INLA),603
,,8,Red Brigades,98
,,8,Unknown,98
,,2,Guerrilla Army of the Poor (EGP),83
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,5,Unknown,138
,,5,Unknown,138
,,1,Unknown,130
,,1,Unknown,130
,,1,Unknown,130
,,1,Unknown,130
,,8,Communist Fighting Unit,98
,,8,Red Brigades,98
,,8,Prima Linea,98
,,8,Ulster Freedom Fighters (UFF),603
,,11,African National Congress (South Africa),183
,,10,Abu Nidal Organization (ANO),200
,,8,Revolutionary Cells,362
,,8,Red Brigades,98
"12/1/1976: In a series of four related attacks, unknown perpetrators sent out an incendiary device, placed in a nine-by-twelve inch manila envelope, addressed to the United States Department of Justice in New York City in the United States.  The firebomb was discovered by mailman Robert Panzone in a mailbox on the intersection of 42nd Street and Vanderbilt Avenue in Manhattan New York.  Panzone sustained minor burns on his hands.",Unknown,1,Independent Armed Revolutionary Commandos (CRIA),217
"12/1/1976: In a series of four related attacks, unknown perpetrators sent out an incendiary device, placed in a nine-by-twelve inch manila envelope, addressed to the President-Elect Jimmy Carter.  The firebomb was discovered in a mailbox on Fifth Avenue and 43 Street in Manhattan, New York in the United States.  There were no casualties and it is unknown if the device caused any damage.",Unknown,1,Independent Armed Revolutionary Commandos (CRIA),217
"12/1/1976: In a series of four related attacks, unknown perpetrators sent out an incendiary device, placed in a nine-by-twelve inch manila envelope, addressed to the Central Intelligence Agency.  The firebomb was discovered smoking in a mail-chute in the Leftcourt-Marlboro Building in Manhattan, New York in the United States.  There were no casualties, and it is unknown whether the device caused any damage.",Unknown,1,Independent Armed Revolutionary Commandos (CRIA),217
"12/1/1976: In a series of four related attacks, unknown perpetrators sent out an incendiary device, placed in a nine-by-twelve inch manila envelope, addressed to the Federal Bureau of Investigation in New York City in the United States.  The firebomb was discovered at the General Post Office in Manhattan New York.  There were no casualties and it is unknown if the device caused any damage.",Unknown,1,Independent Armed Revolutionary Commandos (CRIA),217
,,8,Irish Republican Army (IRA),603
,,8,Unknown,98
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
